,AttendanceDate,Center,Best Interest,In Attendance,Other,Sick,Unexcused Absence,FD,PD
10875,8/21/2018,Searles,0,38,0,2,0,0,40
10876,8/21/2018,Sharon Jones,3,45,0,2,6,25,31
10877,8/21/2018,Unidos,0,37,1,5,1,44,0
10878,8/21/2018,Valley Medical Center,1,46,2,6,0,55,0
10879,8/21/2018,Washington Hospital,3,52,0,2,1,58,0
10880,8/22/2018,Amador,4,70,4,4,8,59,31
10881,8/22/2018,Arbuckle,1,61,2,8,1,51,22
10882,8/22/2018,Baldwin Park,4,62,7,5,0,41,37
10883,8/22/2018,Bay,1,41,0,4,2,0,48
10884,8/22/2018,Carlson,7,23,1,2,1,23,11
10885,8/22/2018,Castlemont,1,57,3,4,2,67,0
10886,8/22/2018,Cesar Chavez,5,80,1,10,4,0,100
10887,8/22/2018,Chynoweth,2,27,0,3,0,32,0
10888,8/22/2018,Colonial Acres,2,36,0,5,1,0,44
10889,8/22/2018,Corvallis,3,42,0,3,0,0,48
10890,8/22/2018,Cox,1,36,0,9,0,0,46
10891,8/22/2018,Cureton,0,51,0,6,0,0,57
10892,8/22/2018,Dayton,1,44,1,2,0,0,48
10893,8/22/2018,Decoto,4,94,2,6,2,62,46
10894,8/22/2018,Del Rey,2,39,0,5,0,0,46
10895,8/22/2018,Delaine Eastin,1,23,1,6,0,23,8
10896,8/22/2018,Dorsa,0,31,1,3,0,0,35
10897,8/22/2018,Eden Palms,2,35,1,3,0,41,0
10898,8/22/2018,Eden Youth,1,70,1,4,4,48,32
10899,8/22/2018,Educare,0,40,0,3,1,24,20
10900,8/22/2018,Emerald Vista,3,61,4,1,2,26,45
10901,8/22/2018,Esther Hobbs,3,40,1,10,0,54,0
10902,8/22/2018,FH,2,92,1,1,2,98,0
10903,8/22/2018,Foxdale,0,30,0,9,0,39,0
10904,8/22/2018,Glen Berry,0,27,0,3,1,23,8
10905,8/22/2018,Goss,3,37,0,5,1,0,46
10906,8/22/2018,Graham,2,50,1,3,2,25,33
10907,8/22/2018,Grant,2,43,0,3,0,0,48
10908,8/22/2018,Guy Emanuele,3,37,1,1,1,0,43
10909,8/22/2018,Hesperian,0,41,0,4,2,0,47
10910,8/22/2018,Hillview,1,38,1,3,1,0,44
10911,8/22/2018,Holbrook,2,58,4,3,1,35,33
10912,8/22/2018,Hubbard,0,46,0,8,0,0,54
10913,8/22/2018,Kitayama,2,37,0,4,0,0,43
10914,8/22/2018,Linda Vista,7,104,0,1,0,80,32
10915,8/22/2018,Logan,5,40,1,1,2,49,0
10916,8/22/2018,Marie Kaiser,2,17,1,2,0,22,0
10917,8/22/2018,Meadowfair,0,30,1,1,3,0,35
10918,8/22/2018,Meyer,1,39,1,4,2,0,47
10919,8/22/2018,Paul Miller,7,63,2,5,4,42,39
10920,8/22/2018,Pioneer,4,32,0,7,0,0,43
10921,8/22/2018,Reach,0,21,0,0,1,22,0
10922,8/22/2018,Royal Sunset,0,33,3,7,4,0,47
10923,8/22/2018,Russo,0,35,1,6,0,0,42
10924,8/22/2018,Ryan,1,22,1,2,0,26,0
10925,8/22/2018,Schilling,1,44,2,7,0,23,31
10926,8/22/2018,Searles,0,38,0,3,0,0,41
10927,8/22/2018,Sharon Jones,7,41,0,1,7,25,31
10928,8/22/2018,Unidos,0,41,1,2,1,45,0
10929,8/22/2018,Valley Medical Center,0,50,0,2,0,52,0
10930,8/22/2018,Washington Hospital,3,54,0,0,1,58,0
10931,8/23/2018,Amador,1,65,4,7,10,56,31
10932,8/23/2018,Arbuckle,1,63,2,5,1,51,21
10933,8/23/2018,Baldwin Park,4,61,8,4,0,40,37
10934,8/23/2018,Bay,0,45,0,1,2,0,48
10935,8/23/2018,Carlson,4,27,1,1,1,23,11
10936,8/23/2018,Castlemont,0,59,2,4,1,66,0
10937,8/23/2018,Cesar Chavez,2,80,2,12,2,0,98
10938,8/23/2018,Chynoweth,1,27,0,4,0,32,0
10939,8/23/2018,Colonial Acres,2,38,0,3,1,0,44
10940,8/23/2018,Corvallis,3,41,0,4,0,0,48
10941,8/23/2018,Cox,1,38,0,6,1,0,46
10942,8/23/2018,Cureton,0,47,0,10,0,0,57
10943,8/23/2018,Dayton,0,45,1,2,0,0,48
10944,8/23/2018,Decoto,4,93,0,7,3,61,46
10945,8/23/2018,Del Rey,2,41,0,3,0,0,46
10946,8/23/2018,Delaine Eastin,1,22,1,7,0,23,8
10947,8/23/2018,Dorsa,0,31,1,4,0,0,36
10948,8/23/2018,Eden Palms,1,35,1,4,1,42,0
10949,8/23/2018,Eden Youth,3,70,1,3,2,48,31
10950,8/23/2018,Educare,0,42,0,1,0,23,20
10951,8/23/2018,Emerald Vista,2,56,5,8,1,27,45
10952,8/23/2018,Esther Hobbs,4,39,0,6,0,49,0
10953,8/23/2018,FH,1,92,0,1,2,96,0
10954,8/23/2018,Foxdale,0,34,0,6,0,40,0
10955,8/23/2018,Glen Berry,0,29,0,2,1,24,8
10956,8/23/2018,Goss,3,36,0,5,0,0,44
10957,8/23/2018,Graham,3,48,1,3,1,24,32
10958,8/23/2018,Grant,1,41,0,6,0,0,48
10959,8/23/2018,Guy Emanuele,0,40,1,0,0,0,41
10960,8/23/2018,Hesperian,0,42,0,3,2,0,47
10961,8/23/2018,Hillview,2,41,0,1,0,0,44
10962,8/23/2018,Holbrook,3,55,4,5,1,35,33
10963,8/23/2018,Hubbard,0,49,0,6,0,0,55
10964,8/23/2018,Kitayama,4,36,0,3,0,0,43
10965,8/23/2018,Linda Vista,6,98,1,5,1,79,32
10966,8/23/2018,Logan,8,36,1,3,1,49,0
10967,8/23/2018,Marie Kaiser,2,18,0,2,0,22,0
10968,8/23/2018,Meadowfair,0,29,1,2,1,0,33
10969,8/23/2018,Meyer,1,41,1,2,2,0,47
10970,8/23/2018,Paul Miller,1,70,2,5,4,43,39
10971,8/23/2018,Pioneer,1,37,0,5,0,0,43
10972,8/23/2018,Reach,0,19,0,1,1,21,0
10973,8/23/2018,Royal Sunset,0,35,3,5,3,0,46
10974,8/23/2018,Russo,0,36,1,6,0,0,43
10975,8/23/2018,Ryan,0,23,1,0,0,24,0
10976,8/23/2018,Schilling,2,46,1,4,0,21,32
10977,8/23/2018,Searles,0,38,0,2,0,0,40
10978,8/23/2018,Sharon Jones,6,39,1,1,9,25,31
10979,8/23/2018,Unidos,1,42,1,1,1,46,0
10980,8/23/2018,Valley Medical Center,1,47,2,1,0,51,0
10981,8/23/2018,Washington Hospital,4,51,1,0,1,57,0
10982,8/24/2018,Amador,2,65,4,6,9,55,31
10983,8/24/2018,Arbuckle,0,64,2,4,1,50,21
10984,8/24/2018,Baldwin Park,2,60,8,6,0,40,36
10985,8/24/2018,Bay,0,43,0,3,2,0,48
10986,8/24/2018,Carlson,5,24,2,2,1,23,11
10987,8/24/2018,Castlemont,4,55,2,4,1,66,0
10988,8/24/2018,Cesar Chavez,3,77,2,14,2,0,98
10989,8/24/2018,Chynoweth,1,28,0,3,0,32,0
10990,8/24/2018,Colonial Acres,2,34,0,7,1,0,44
10991,8/24/2018,Corvallis,1,45,0,2,0,0,48
10992,8/24/2018,Cox,0,35,0,10,1,0,46
10993,8/24/2018,Cureton,0,50,0,7,0,0,57
10994,8/24/2018,Dayton,0,46,1,1,0,0,48
10995,8/24/2018,Decoto,10,79,0,15,2,61,45
10996,8/24/2018,Del Rey,2,40,0,4,0,0,46
10997,8/24/2018,Delaine Eastin,1,25,0,5,0,23,8
10998,8/24/2018,Dorsa,0,31,1,4,0,0,36
10999,8/24/2018,Eden Palms,3,31,1,4,1,40,0
11000,8/24/2018,Eden Youth,4,64,1,8,2,48,31
11001,8/24/2018,Educare,0,38,0,6,1,25,20
11002,8/24/2018,Emerald Vista,2,56,5,6,1,25,45
11003,8/24/2018,Esther Hobbs,2,45,0,7,0,54,0
11004,8/24/2018,FH,1,87,1,5,1,95,0
11005,8/24/2018,Foxdale,0,31,1,6,0,38,0
11006,8/24/2018,Glen Berry,1,28,0,1,1,23,8
11007,8/24/2018,Goss,3,36,0,5,0,0,44
11008,8/24/2018,Graham,4,42,1,8,1,24,32
11009,8/24/2018,Grant,1,37,0,9,0,0,47
11010,8/24/2018,Guy Emanuele,1,34,1,6,0,0,42
11011,8/24/2018,Hesperian,0,40,0,3,4,0,47
11012,8/24/2018,Hillview,2,36,0,6,0,0,44
11013,8/24/2018,Holbrook,1,56,3,5,1,33,33
11014,8/24/2018,Hubbard,0,44,0,11,0,0,55
11015,8/24/2018,Kitayama,3,35,0,5,0,0,43
11016,8/24/2018,Linda Vista,6,98,0,6,1,79,32
11017,8/24/2018,Logan,5,35,1,5,2,48,0
11018,8/24/2018,Marie Kaiser,0,19,0,3,0,22,0
11019,8/24/2018,Meadowfair,0,30,1,1,1,0,33
11020,8/24/2018,Meyer,1,41,1,2,2,0,47
11021,8/24/2018,Paul Miller,0,70,2,5,4,43,38
11022,8/24/2018,Pioneer,1,34,0,8,0,0,43
11023,8/24/2018,Reach,1,16,1,2,1,21,0
11024,8/24/2018,Royal Sunset,0,36,3,4,3,0,46
11025,8/24/2018,Russo,0,34,1,8,0,0,43
11026,8/24/2018,Ryan,0,19,1,5,0,25,0
11027,8/24/2018,Schilling,2,44,0,8,0,22,32
11028,8/24/2018,Searles,0,36,0,4,0,0,40
11029,8/24/2018,Sharon Jones,7,37,0,2,10,25,31
11030,8/24/2018,Unidos,1,42,0,2,1,46,0
11031,8/24/2018,Valley Medical Center,1,46,1,3,0,51,0
11032,8/24/2018,Washington Hospital,6,47,1,3,1,58,0
11033,8/27/2018,Amador,2,77,6,3,7,64,31
11034,8/27/2018,Arbuckle,0,45,0,5,1,51,0
11035,8/27/2018,Baldwin Park,2,56,4,9,0,40,31
11036,8/27/2018,Bay,0,43,1,3,1,0,48
11037,8/27/2018,Carlson,3,25,0,2,0,20,10
11038,8/27/2018,Castlemont,0,57,2,4,1,64,0
11039,8/27/2018,Cesar Chavez,3,81,2,10,2,0,98
11040,8/27/2018,Chynoweth,1,30,0,0,0,31,0
11041,8/27/2018,Colonial Acres,1,42,0,2,1,0,46
11042,8/27/2018,Corvallis,1,44,0,3,0,0,48
11043,8/27/2018,Cox,1,34,0,10,1,0,46
11044,8/27/2018,Cureton,0,18,0,11,0,0,29
11045,8/27/2018,Dayton,0,46,1,1,0,0,48
11046,8/27/2018,Decoto,11,91,3,3,2,62,48
11047,8/27/2018,Del Rey,3,39,0,5,0,0,47
11048,8/27/2018,Delaine Eastin,2,23,0,4,0,24,5
11049,8/27/2018,Dorsa,0,30,1,5,0,0,36
11050,8/27/2018,Eden Palms,1,31,2,6,1,41,0
11051,8/27/2018,Eden Youth,6,63,1,7,2,47,32
11052,8/27/2018,Educare,0,39,0,5,1,25,20
11053,8/27/2018,Emerald Vista,0,59,3,7,1,26,44
11054,8/27/2018,Esther Hobbs,3,42,0,10,1,56,0
11055,8/27/2018,FH,1,90,1,4,1,97,0
11056,8/27/2018,Foxdale,0,35,0,3,2,40,0
11057,8/27/2018,Glen Berry,0,29,0,2,1,24,8
11058,8/27/2018,Goss,2,37,0,5,0,0,44
11059,8/27/2018,Graham,2,46,2,6,0,24,32
11060,8/27/2018,Grant,1,43,0,4,0,0,48
11061,8/27/2018,Guy Emanuele,0,38,1,3,0,0,42
11062,8/27/2018,Hesperian,0,40,0,4,3,0,47
11063,8/27/2018,Hillview,1,39,0,5,0,0,45
11064,8/27/2018,Holbrook,2,55,3,6,2,35,33
11065,8/27/2018,Kitayama,2,38,0,4,0,0,44
11066,8/27/2018,Linda Vista,4,103,0,6,1,80,34
11067,8/27/2018,Logan,5,31,2,7,2,47,0
11068,8/27/2018,Marie Kaiser,0,20,0,2,0,22,0
11069,8/27/2018,Meadowfair,0,30,0,2,0,0,32
11070,8/27/2018,Meyer,0,38,3,4,0,0,45
11071,8/27/2018,Paul Miller,5,72,1,3,0,45,36
11072,8/27/2018,Pioneer,2,36,0,5,0,0,43
11073,8/27/2018,Reach,0,20,0,2,1,23,0
11074,8/27/2018,Royal Sunset,1,37,3,3,3,0,47
11075,8/27/2018,Russo,0,37,1,6,0,0,44
11076,8/27/2018,Ryan,0,22,1,2,0,25,0
11077,8/27/2018,Schilling,2,50,1,2,0,22,33
11078,8/27/2018,Searles,0,38,0,2,0,0,40
11079,8/27/2018,Sharon Jones,4,42,1,4,3,24,30
11080,8/27/2018,Unidos,0,36,1,7,1,45,0
11081,8/27/2018,Valley Medical Center,1,48,1,1,0,51,0
11082,8/27/2018,Washington Hospital,4,49,0,4,1,58,0
11083,8/28/2018,Amador,2,77,6,3,7,64,31
11084,8/28/2018,Arbuckle,0,66,3,5,0,51,23
11085,8/28/2018,Baldwin Park,2,66,4,1,1,43,31
11086,8/28/2018,Bay,0,42,1,4,1,0,48
11087,8/28/2018,Carlson,5,28,0,0,0,23,10
11088,8/28/2018,Castlemont,0,57,2,6,1,66,0
11089,8/28/2018,Cesar Chavez,4,83,2,6,2,0,97
11090,8/28/2018,Chynoweth,3,26,0,2,0,31,0
11091,8/28/2018,Colonial Acres,1,42,1,2,0,0,46
11092,8/28/2018,Corvallis,1,45,0,2,0,0,48
11093,8/28/2018,Cox,0,41,0,5,0,0,46
11094,8/28/2018,Cureton,0,45,0,11,0,0,56
11095,8/28/2018,Dayton,0,47,1,1,0,0,49
11096,8/28/2018,Decoto,5,94,3,5,3,62,48
11097,8/28/2018,Del Rey,3,40,0,5,0,0,48
11098,8/28/2018,Delaine Eastin,1,22,0,6,0,24,5
11099,8/28/2018,Dorsa,0,32,0,3,1,0,36
11100,8/28/2018,Eden Palms,0,33,1,6,1,41,0
11101,8/28/2018,Eden Youth,4,64,3,6,3,48,32
11102,8/28/2018,Educare,0,41,0,3,1,23,22
11103,8/28/2018,Emerald Vista,2,57,2,7,1,26,43
11104,8/28/2018,Esther Hobbs,0,47,0,2,0,49,0
11105,8/28/2018,FH,1,90,1,5,0,97,0
11106,8/28/2018,Foxdale,0,37,0,1,2,40,0
11107,8/28/2018,Glen Berry,0,31,0,0,1,24,8
11108,8/28/2018,Goss,1,38,0,4,0,0,43
11109,8/28/2018,Graham,1,45,2,7,1,24,32
11110,8/28/2018,Grant,1,44,0,4,0,0,49
11111,8/28/2018,Guy Emanuele,2,37,1,1,0,0,41
11112,8/28/2018,Hesperian,0,43,0,2,2,0,47
11113,8/28/2018,Hillview,1,32,1,12,0,0,46
11114,8/28/2018,Holbrook,1,62,3,2,2,37,33
11115,8/28/2018,Hubbard,0,44,0,12,0,0,56
11116,8/28/2018,Kitayama,0,42,0,2,0,0,44
11117,8/28/2018,Linda Vista,5,104,0,7,1,83,34
11118,8/28/2018,Logan,4,38,2,2,1,47,0
11119,8/28/2018,Marie Kaiser,0,22,0,0,0,22,0
11120,8/28/2018,Meadowfair,0,30,0,2,0,0,32
11121,8/28/2018,Meyer,0,39,3,3,0,0,45
11122,8/28/2018,Paul Miller,4,71,1,4,0,44,36
11123,8/28/2018,Pioneer,2,39,0,2,0,0,43
11124,8/28/2018,Reach,0,21,0,1,1,23,0
11125,8/28/2018,Royal Sunset,1,34,3,6,3,0,47
11126,8/28/2018,Russo,0,38,1,5,0,0,44
11127,8/28/2018,Ryan,0,23,1,1,0,25,0
11128,8/28/2018,Schilling,2,49,0,3,0,21,33
11129,8/28/2018,Searles,0,38,0,3,0,0,41
11130,8/28/2018,Sharon Jones,4,45,0,4,2,25,30
11131,8/28/2018,Unidos,0,39,1,3,1,44,0
11132,8/28/2018,Valley Medical Center,1,50,0,1,0,52,0
11133,8/28/2018,Washington Hospital,2,53,0,1,1,57,0
11134,8/29/2018,Amador,2,76,6,4,8,64,32
11135,8/29/2018,Arbuckle,1,62,2,11,0,51,25
11136,8/29/2018,Baldwin Park,4,62,4,3,1,43,31
11137,8/29/2018,Bay,0,40,1,6,1,0,48
11138,8/29/2018,Carlson,7,25,0,0,0,22,10
11139,8/29/2018,Castlemont,1,59,2,3,1,66,0
11140,8/29/2018,Cesar Chavez,1,82,2,10,3,0,98
11141,8/29/2018,Chynoweth,2,28,0,1,0,31,0
11142,8/29/2018,Colonial Acres,1,43,1,1,0,0,46
11143,8/29/2018,Corvallis,1,44,0,3,0,0,48
11144,8/29/2018,Cox,2,42,0,2,0,0,46
11145,8/29/2018,Cureton,0,47,0,10,0,0,57
11146,8/29/2018,Dayton,0,48,1,0,0,0,49
11147,8/29/2018,Decoto,6,90,4,5,5,62,48
11148,8/29/2018,Del Rey,3,42,0,3,0,0,48
11149,8/29/2018,Delaine Eastin,2,19,0,4,0,20,5
11150,8/29/2018,Dorsa,0,33,0,3,1,0,37
11151,8/29/2018,Eden Palms,0,37,1,2,0,40,0
11152,8/29/2018,Eden Youth,4,68,3,3,3,49,32
11153,8/29/2018,Educare,0,43,0,3,1,25,22
11154,8/29/2018,Emerald Vista,0,59,1,7,1,25,43
11155,8/29/2018,Esther Hobbs,1,50,0,1,0,52,0
11156,8/29/2018,FH,1,92,1,2,0,96,0
11157,8/29/2018,Foxdale,0,36,0,2,2,40,0
11158,8/29/2018,Glen Berry,0,29,0,2,0,23,8
11159,8/29/2018,Goss,1,39,0,3,0,0,43
11160,8/29/2018,Graham,1,51,1,2,1,24,32
11161,8/29/2018,Grant,1,43,0,4,0,0,48
11162,8/29/2018,Guy Emanuele,0,39,1,3,0,0,43
11163,8/29/2018,Hesperian,0,41,0,3,3,0,47
11164,8/29/2018,Hillview,0,37,0,7,2,0,46
11165,8/29/2018,Holbrook,1,60,3,4,2,37,33
11166,8/29/2018,Hubbard,0,45,0,11,0,0,56
11167,8/29/2018,Kitayama,1,41,0,2,0,0,44
11168,8/29/2018,Linda Vista,3,109,0,2,3,83,34
11169,8/29/2018,Logan,5,37,3,2,4,51,0
11170,8/29/2018,Marie Kaiser,0,21,0,0,0,21,0
11171,8/29/2018,Meadowfair,0,28,0,4,0,0,32
11172,8/29/2018,Meyer,0,40,4,1,0,0,45
11173,8/29/2018,Paul Miller,4,71,2,2,0,42,37
11174,8/29/2018,Pioneer,1,39,0,3,0,0,43
11175,8/29/2018,Reach,0,20,0,2,1,23,0
11176,8/29/2018,Royal Sunset,1,35,2,5,3,0,46
11177,8/29/2018,Russo,0,41,1,2,0,0,44
11178,8/29/2018,Ryan,0,22,1,2,0,25,0
11179,8/29/2018,Schilling,2,50,0,3,0,22,33
11180,8/29/2018,Searles,0,40,0,1,0,0,41
11181,8/29/2018,Sharon Jones,4,42,0,2,3,21,30
11182,8/29/2018,Unidos,1,40,1,2,1,45,0
11183,8/29/2018,Valley Medical Center,1,49,1,1,0,52,0
11184,8/29/2018,Washington Hospital,2,51,0,1,1,55,0
11185,8/3/2018,Amador,6,66,3,7,7,57,32
11186,8/3/2018,Arbuckle,0,38,2,9,29,52,26
11187,8/3/2018,Baldwin Park,6,53,1,12,2,45,29
11188,8/3/2018,Bay,2,27,1,12,0,0,42
11189,8/3/2018,Carlson,2,28,0,4,0,23,11
11190,8/3/2018,Castlemont,4,43,3,11,2,63,0
11191,8/3/2018,Cesar Chavez,9,71,0,7,4,0,91
11192,8/3/2018,Chynoweth,8,12,1,3,12,36,0
11193,8/3/2018,Colonial Acres,5,34,1,4,0,0,44
11194,8/3/2018,Corvallis,5,37,1,5,0,0,48
11195,8/3/2018,Cox,2,26,1,10,0,0,39
11196,8/3/2018,Cureton,5,26,0,19,0,0,50
11197,8/3/2018,Dayton,0,40,2,3,0,0,45
11198,8/3/2018,Decoto,4,34,41,2,0,55,26
11199,8/3/2018,Del Rey,0,39,0,5,0,0,44
11200,8/3/2018,Delaine Eastin,0,28,0,3,0,24,7
11201,8/3/2018,Dorsa,0,30,1,7,0,0,38
11202,8/3/2018,Eden Palms,1,25,1,6,8,41,0
11203,8/3/2018,Eden Youth,5,62,2,9,1,47,32
11204,8/3/2018,Emerald Vista,2,66,3,5,1,30,47
11205,8/3/2018,Esther Hobbs,0,21,0,5,26,52,0
11206,8/3/2018,FH,1,83,9,3,0,96,0
11207,8/3/2018,Foxdale,0,18,1,5,12,36,0
11208,8/3/2018,Glen Berry,1,22,0,8,0,23,8
11209,8/3/2018,Goss,0,29,0,15,0,0,44
11210,8/3/2018,Graham,4,46,1,5,1,25,32
11211,8/3/2018,Grant,1,33,0,10,0,0,44
11212,8/3/2018,Guy Emanuele,4,35,0,5,0,0,44
11213,8/3/2018,Hesperian,4,37,1,3,3,0,48
11214,8/3/2018,Hillview,0,34,4,8,0,0,46
11215,8/3/2018,Holbrook,3,58,0,13,0,42,32
11216,8/3/2018,Hubbard,2,34,1,11,1,0,49
11217,8/3/2018,Kitayama,2,35,1,4,0,0,42
11218,8/3/2018,Linda Vista,4,77,0,18,0,72,27
11219,8/3/2018,Logan,3,34,1,5,3,46,0
11220,8/3/2018,Marie Kaiser,1,15,1,3,0,20,0
11221,8/3/2018,Meadowfair,3,23,3,1,1,0,31
11222,8/3/2018,Meyer,0,33,1,6,0,0,40
11223,8/3/2018,Paul Miller,7,69,3,3,1,43,40
11224,8/3/2018,Pioneer,1,35,2,4,0,0,42
11225,8/3/2018,Reach,3,14,2,2,0,21,0
11226,8/3/2018,Royal Sunset,6,35,0,5,0,0,46
11227,8/3/2018,Russo,2,29,3,2,0,0,36
11228,8/3/2018,Ryan,3,18,0,1,0,22,0
11229,8/3/2018,Schilling,1,43,1,8,0,23,30
11230,8/3/2018,Searles,2,33,3,3,0,0,41
11231,8/3/2018,Sharon Jones,6,44,0,2,3,24,31
11232,8/3/2018,Unidos,2,34,0,5,0,41,0
11233,8/3/2018,Valley Medical Center,3,58,2,2,0,65,0
11234,8/3/2018,Washington Hospital,1,54,0,3,0,58,0
11235,8/30/2018,Amador,2,75,6,5,8,64,32
11236,8/30/2018,Arbuckle,1,63,2,9,0,50,25
11237,8/30/2018,Baldwin Park,2,65,2,3,1,43,30
11238,8/30/2018,Bay,0,34,1,12,1,0,48
11239,8/30/2018,Carlson,5,23,0,2,1,21,10
11240,8/30/2018,Castlemont,1,60,2,1,1,65,0
11241,8/30/2018,Cesar Chavez,3,82,1,8,3,0,97
11242,8/30/2018,Chynoweth,0,27,1,2,1,31,0
11243,8/30/2018,Colonial Acres,1,43,1,1,0,0,46
11244,8/30/2018,Corvallis,1,45,0,2,0,0,48
11245,8/30/2018,Cox,2,41,0,3,0,0,46
11246,8/30/2018,Cureton,0,45,0,12,0,0,57
11247,8/30/2018,Dayton,0,47,1,1,0,0,49
11248,8/30/2018,Decoto,5,93,4,2,5,61,48
11249,8/30/2018,Del Rey,3,42,0,3,0,0,48
11250,8/30/2018,Delaine Eastin,2,20,1,2,0,20,5
11251,8/30/2018,Dorsa,0,32,0,7,1,0,40
11252,8/30/2018,Eden Palms,0,36,1,4,0,41,0
11253,8/30/2018,Eden Youth,5,70,3,0,3,49,32
11254,8/30/2018,Educare,0,42,0,3,0,23,22
11255,8/30/2018,Emerald Vista,1,61,1,8,1,28,44
11256,8/30/2018,Esther Hobbs,2,42,0,3,0,47,0
11257,8/30/2018,FH,2,92,1,1,0,96,0
11258,8/30/2018,Foxdale,0,33,2,5,0,40,0
11259,8/30/2018,Glen Berry,0,31,0,1,0,24,8
11260,8/30/2018,Goss,1,35,0,7,0,0,43
11261,8/30/2018,Graham,2,51,1,1,1,24,32
11262,8/30/2018,Grant,1,42,0,4,0,0,47
11263,8/30/2018,Guy Emanuele,1,38,1,2,0,0,42
11264,8/30/2018,Hesperian,0,42,0,3,2,0,47
11265,8/30/2018,Hillview,0,38,0,8,0,0,46
11266,8/30/2018,Holbrook,1,62,2,3,2,37,33
11267,8/30/2018,Hubbard,1,40,0,15,0,0,56
11268,8/30/2018,Kitayama,2,38,0,4,0,0,44
11269,8/30/2018,Linda Vista,1,106,0,5,4,82,34
11270,8/30/2018,Logan,5,38,1,2,4,50,0
11271,8/30/2018,Marie Kaiser,0,20,0,1,0,21,0
11272,8/30/2018,Meadowfair,0,27,0,5,0,0,32
11273,8/30/2018,Meyer,0,39,3,3,0,0,45
11274,8/30/2018,Paul Miller,4,72,2,0,1,42,37
11275,8/30/2018,Pioneer,4,36,0,3,0,0,43
11276,8/30/2018,Reach,0,21,0,0,1,22,0
11277,8/30/2018,Royal Sunset,1,35,0,5,1,0,42
11278,8/30/2018,Russo,0,39,1,4,0,0,44
11279,8/30/2018,Ryan,0,22,1,1,0,24,0
11280,8/30/2018,Schilling,2,49,0,3,0,21,33
11281,8/30/2018,Searles,0,38,0,2,0,0,40
11282,8/30/2018,Sharon Jones,4,42,0,2,2,20,30
11283,8/30/2018,Unidos,0,42,0,2,1,45,0
11284,8/30/2018,Valley Medical Center,1,46,1,3,0,51,0
11285,8/30/2018,Washington Hospital,1,51,2,0,1,55,0
11286,8/31/2018,Amador,3,71,6,7,9,64,32
11287,8/31/2018,Arbuckle,3,64,2,6,0,50,25
11288,8/31/2018,Baldwin Park,2,63,1,5,1,42,30
11289,8/31/2018,Bay,0,32,1,14,1,0,48
11290,8/31/2018,Carlson,5,19,2,3,1,20,10
11291,8/31/2018,Castlemont,2,57,2,3,1,65,0
11292,8/31/2018,Cesar Chavez,4,79,1,10,3,0,97
11293,8/31/2018,Chynoweth,1,24,0,5,1,31,0
11294,8/31/2018,Colonial Acres,1,43,1,1,0,0,46
11295,8/31/2018,Corvallis,1,41,0,6,0,0,48
11296,8/31/2018,Cox,4,40,0,2,0,0,46
11297,8/31/2018,Cureton,0,39,0,18,0,0,57
11298,8/31/2018,Dayton,0,41,1,7,0,0,49
11299,8/31/2018,Decoto,9,84,5,6,4,61,47
11300,8/31/2018,Del Rey,3,41,0,4,0,0,48
11301,8/31/2018,Delaine Eastin,2,20,0,3,0,20,5
11302,8/31/2018,Dorsa,0,27,0,12,1,0,40
11303,8/31/2018,Eden Palms,0,33,1,5,0,39,0
11304,8/31/2018,Eden Youth,5,64,3,5,5,50,32
11305,8/31/2018,Educare,1,44,0,2,1,25,23
11306,8/31/2018,Emerald Vista,0,60,1,8,1,26,44
11307,8/31/2018,Esther Hobbs,1,46,0,4,1,52,0
11308,8/31/2018,FH,1,90,1,3,0,95,0
11309,8/31/2018,Foxdale,0,32,2,4,0,38,0
11310,8/31/2018,Glen Berry,1,29,0,1,0,23,8
11311,8/31/2018,Goss,1,35,0,7,0,0,43
11312,8/31/2018,Graham,1,49,2,3,1,24,32
11313,8/31/2018,Grant,0,40,0,6,0,0,46
11314,8/31/2018,Guy Emanuele,0,36,1,6,0,0,43
11315,8/31/2018,Hesperian,2,38,0,4,3,0,47
11316,8/31/2018,Hillview,0,40,0,3,3,0,46
11317,8/31/2018,Holbrook,0,59,1,5,2,35,32
11318,8/31/2018,Hubbard,0,41,0,15,0,0,56
11319,8/31/2018,Kitayama,2,38,0,4,0,0,44
11320,8/31/2018,Linda Vista,3,98,0,10,4,81,34
11321,8/31/2018,Logan,2,16,25,4,1,48,0
11322,8/31/2018,Marie Kaiser,1,18,0,2,0,21,0
11323,8/31/2018,Meadowfair,0,30,0,2,0,0,32
11324,8/31/2018,Meyer,0,38,3,4,0,0,45
11325,8/31/2018,Paul Miller,1,69,3,3,1,40,37
11326,8/31/2018,Pioneer,4,36,0,3,0,0,43
11327,8/31/2018,Reach,2,17,1,3,1,24,0
11328,8/31/2018,Royal Sunset,1,32,0,8,1,0,42
11329,8/31/2018,Russo,0,39,1,4,0,0,44
11330,8/31/2018,Ryan,0,21,1,2,0,24,0
11331,8/31/2018,Schilling,2,43,0,9,0,22,32
11332,8/31/2018,Searles,0,37,0,3,0,0,40
11333,8/31/2018,Sharon Jones,1,42,0,3,4,20,30
11334,8/31/2018,Unidos,1,39,0,4,1,45,0
11335,8/31/2018,Valley Medical Center,3,40,2,4,2,51,0
11336,8/31/2018,Washington Hospital,0,51,0,2,1,54,0
11337,8/6/2018,Amador,6,69,2,4,8,58,31
