,AttendanceDate,Center,Best Interest,In Attendance,Other,Sick,Unexcused Absence,FD,PD,Total Attendance,Total Absence,Total,Attendance Rate
11194,8/3/2018,Corvallis,5,37,1,5,0,0,48,37,11,48,0.7708333333333334
11195,8/3/2018,Cox,2,26,1,10,0,0,39,26,13,39,0.6666666666666666
11196,8/3/2018,Cureton,5,26,0,19,0,0,50,26,24,50,0.52
11197,8/3/2018,Dayton,0,40,2,3,0,0,45,40,5,45,0.8888888888888888
11198,8/3/2018,Decoto,4,34,41,2,0,55,26,34,47,81,0.41975308641975306
11199,8/3/2018,Del Rey,0,39,0,5,0,0,44,39,5,44,0.8863636363636364
11200,8/3/2018,Delaine Eastin,0,28,0,3,0,24,7,28,3,31,0.9032258064516129
11201,8/3/2018,Dorsa,0,30,1,7,0,0,38,30,8,38,0.7894736842105263
11202,8/3/2018,Eden Palms,1,25,1,6,8,41,0,25,16,41,0.6097560975609756
11203,8/3/2018,Eden Youth,5,62,2,9,1,47,32,62,17,79,0.7848101265822784
11204,8/3/2018,Emerald Vista,2,66,3,5,1,30,47,66,11,77,0.8571428571428571
11205,8/3/2018,Esther Hobbs,0,21,0,5,26,52,0,21,31,52,0.40384615384615385
11206,8/3/2018,FH,1,83,9,3,0,96,0,83,13,96,0.8645833333333334
11207,8/3/2018,Foxdale,0,18,1,5,12,36,0,18,18,36,0.5
11208,8/3/2018,Glen Berry,1,22,0,8,0,23,8,22,9,31,0.7096774193548387
11209,8/3/2018,Goss,0,29,0,15,0,0,44,29,15,44,0.6590909090909091
11210,8/3/2018,Graham,4,46,1,5,1,25,32,46,11,57,0.8070175438596491
11211,8/3/2018,Grant,1,33,0,10,0,0,44,33,11,44,0.75
11212,8/3/2018,Guy Emanuele,4,35,0,5,0,0,44,35,9,44,0.7954545454545454
11213,8/3/2018,Hesperian,4,37,1,3,3,0,48,37,11,48,0.7708333333333334
11214,8/3/2018,Hillview,0,34,4,8,0,0,46,34,12,46,0.7391304347826086
11215,8/3/2018,Holbrook,3,58,0,13,0,42,32,58,16,74,0.7837837837837838
11216,8/3/2018,Hubbard,2,34,1,11,1,0,49,34,15,49,0.6938775510204082
11217,8/3/2018,Kitayama,2,35,1,4,0,0,42,35,7,42,0.8333333333333334
11218,8/3/2018,Linda Vista,4,77,0,18,0,72,27,77,22,99,0.7777777777777778
11219,8/3/2018,Logan,3,34,1,5,3,46,0,34,12,46,0.7391304347826086
11220,8/3/2018,Marie Kaiser,1,15,1,3,0,20,0,15,5,20,0.75
11221,8/3/2018,Meadowfair,3,23,3,1,1,0,31,23,8,31,0.7419354838709677
11222,8/3/2018,Meyer,0,33,1,6,0,0,40,33,7,40,0.825
11223,8/3/2018,Paul Miller,7,69,3,3,1,43,40,69,14,83,0.8313253012048193
11224,8/3/2018,Pioneer,1,35,2,4,0,0,42,35,7,42,0.8333333333333334
11225,8/3/2018,Reach,3,14,2,2,0,21,0,14,7,21,0.6666666666666666
11226,8/3/2018,Royal Sunset,6,35,0,5,0,0,46,35,11,46,0.7608695652173914
11227,8/3/2018,Russo,2,29,3,2,0,0,36,29,7,36,0.8055555555555556
11228,8/3/2018,Ryan,3,18,0,1,0,22,0,18,4,22,0.8181818181818182
11229,8/3/2018,Schilling,1,43,1,8,0,23,30,43,10,53,0.8113207547169812
11230,8/3/2018,Searles,2,33,3,3,0,0,41,33,8,41,0.8048780487804879
11231,8/3/2018,Sharon Jones,6,44,0,2,3,24,31,44,11,55,0.8
11232,8/3/2018,Unidos,2,34,0,5,0,41,0,34,7,41,0.8292682926829268
11233,8/3/2018,Valley Medical Center,3,58,2,2,0,65,0,58,7,65,0.8923076923076924
11234,8/3/2018,Washington Hospital,1,54,0,3,0,58,0,54,4,58,0.9310344827586207
11235,8/30/2018,Amador,2,75,6,5,8,64,32,75,21,96,0.78125
11236,8/30/2018,Arbuckle,1,63,2,9,0,50,25,63,12,75,0.84
11237,8/30/2018,Baldwin Park,2,65,2,3,1,43,30,65,8,73,0.8904109589041096
11238,8/30/2018,Bay,0,34,1,12,1,0,48,34,14,48,0.7083333333333334
11239,8/30/2018,Carlson,5,23,0,2,1,21,10,23,8,31,0.7419354838709677
11240,8/30/2018,Castlemont,1,60,2,1,1,65,0,60,5,65,0.9230769230769231
11241,8/30/2018,Cesar Chavez,3,82,1,8,3,0,97,82,15,97,0.845360824742268
11242,8/30/2018,Chynoweth,0,27,1,2,1,31,0,27,4,31,0.8709677419354839
11243,8/30/2018,Colonial Acres,1,43,1,1,0,0,46,43,3,46,0.9347826086956522
11244,8/30/2018,Corvallis,1,45,0,2,0,0,48,45,3,48,0.9375
11245,8/30/2018,Cox,2,41,0,3,0,0,46,41,5,46,0.8913043478260869
11246,8/30/2018,Cureton,0,45,0,12,0,0,57,45,12,57,0.7894736842105263
11247,8/30/2018,Dayton,0,47,1,1,0,0,49,47,2,49,0.9591836734693877
11248,8/30/2018,Decoto,5,93,4,2,5,61,48,93,16,109,0.8532110091743119
11249,8/30/2018,Del Rey,3,42,0,3,0,0,48,42,6,48,0.875
11250,8/30/2018,Delaine Eastin,2,20,1,2,0,20,5,20,5,25,0.8
11251,8/30/2018,Dorsa,0,32,0,7,1,0,40,32,8,40,0.8
11252,8/30/2018,Eden Palms,0,36,1,4,0,41,0,36,5,41,0.8780487804878049
11253,8/30/2018,Eden Youth,5,70,3,0,3,49,32,70,11,81,0.8641975308641975
11254,8/30/2018,Educare,0,42,0,3,0,23,22,42,3,45,0.9333333333333333
11255,8/30/2018,Emerald Vista,1,61,1,8,1,28,44,61,11,72,0.8472222222222222
11256,8/30/2018,Esther Hobbs,2,42,0,3,0,47,0,42,5,47,0.8936170212765957
11257,8/30/2018,FH,2,92,1,1,0,96,0,92,4,96,0.9583333333333334
11258,8/30/2018,Foxdale,0,33,2,5,0,40,0,33,7,40,0.825
11259,8/30/2018,Glen Berry,0,31,0,1,0,24,8,31,1,32,0.96875
11260,8/30/2018,Goss,1,35,0,7,0,0,43,35,8,43,0.813953488372093
11261,8/30/2018,Graham,2,51,1,1,1,24,32,51,5,56,0.9107142857142857
11262,8/30/2018,Grant,1,42,0,4,0,0,47,42,5,47,0.8936170212765957
11263,8/30/2018,Guy Emanuele,1,38,1,2,0,0,42,38,4,42,0.9047619047619048
11264,8/30/2018,Hesperian,0,42,0,3,2,0,47,42,5,47,0.8936170212765957
11265,8/30/2018,Hillview,0,38,0,8,0,0,46,38,8,46,0.8260869565217391
11266,8/30/2018,Holbrook,1,62,2,3,2,37,33,62,8,70,0.8857142857142857
11267,8/30/2018,Hubbard,1,40,0,15,0,0,56,40,16,56,0.7142857142857143
11268,8/30/2018,Kitayama,2,38,0,4,0,0,44,38,6,44,0.8636363636363636
11269,8/30/2018,Linda Vista,1,106,0,5,4,82,34,106,10,116,0.9137931034482759
11270,8/30/2018,Logan,5,38,1,2,4,50,0,38,12,50,0.76
11271,8/30/2018,Marie Kaiser,0,20,0,1,0,21,0,20,1,21,0.9523809523809523
11272,8/30/2018,Meadowfair,0,27,0,5,0,0,32,27,5,32,0.84375
11273,8/30/2018,Meyer,0,39,3,3,0,0,45,39,6,45,0.8666666666666667
11274,8/30/2018,Paul Miller,4,72,2,0,1,42,37,72,7,79,0.9113924050632911
11275,8/30/2018,Pioneer,4,36,0,3,0,0,43,36,7,43,0.8372093023255814
11276,8/30/2018,Reach,0,21,0,0,1,22,0,21,1,22,0.9545454545454546
11277,8/30/2018,Royal Sunset,1,35,0,5,1,0,42,35,7,42,0.8333333333333334
11278,8/30/2018,Russo,0,39,1,4,0,0,44,39,5,44,0.8863636363636364
11279,8/30/2018,Ryan,0,22,1,1,0,24,0,22,2,24,0.9166666666666666
11280,8/30/2018,Schilling,2,49,0,3,0,21,33,49,5,54,0.9074074074074074
11281,8/30/2018,Searles,0,38,0,2,0,0,40,38,2,40,0.95
11282,8/30/2018,Sharon Jones,4,42,0,2,2,20,30,42,8,50,0.84
11283,8/30/2018,Unidos,0,42,0,2,1,45,0,42,3,45,0.9333333333333333
11284,8/30/2018,Valley Medical Center,1,46,1,3,0,51,0,46,5,51,0.9019607843137255
11285,8/30/2018,Washington Hospital,1,51,2,0,1,55,0,51,4,55,0.9272727272727272
11286,8/31/2018,Amador,3,71,6,7,9,64,32,71,25,96,0.7395833333333334
11287,8/31/2018,Arbuckle,3,64,2,6,0,50,25,64,11,75,0.8533333333333334
11288,8/31/2018,Baldwin Park,2,63,1,5,1,42,30,63,9,72,0.875
11289,8/31/2018,Bay,0,32,1,14,1,0,48,32,16,48,0.6666666666666666
11290,8/31/2018,Carlson,5,19,2,3,1,20,10,19,11,30,0.6333333333333333
11291,8/31/2018,Castlemont,2,57,2,3,1,65,0,57,8,65,0.8769230769230769
11292,8/31/2018,Cesar Chavez,4,79,1,10,3,0,97,79,18,97,0.8144329896907216
11293,8/31/2018,Chynoweth,1,24,0,5,1,31,0,24,7,31,0.7741935483870968
11294,8/31/2018,Colonial Acres,1,43,1,1,0,0,46,43,3,46,0.9347826086956522
11295,8/31/2018,Corvallis,1,41,0,6,0,0,48,41,7,48,0.8541666666666666
11296,8/31/2018,Cox,4,40,0,2,0,0,46,40,6,46,0.8695652173913043
11297,8/31/2018,Cureton,0,39,0,18,0,0,57,39,18,57,0.6842105263157895
11298,8/31/2018,Dayton,0,41,1,7,0,0,49,41,8,49,0.8367346938775511
11299,8/31/2018,Decoto,9,84,5,6,4,61,47,84,24,108,0.7777777777777778
11300,8/31/2018,Del Rey,3,41,0,4,0,0,48,41,7,48,0.8541666666666666
11301,8/31/2018,Delaine Eastin,2,20,0,3,0,20,5,20,5,25,0.8
11302,8/31/2018,Dorsa,0,27,0,12,1,0,40,27,13,40,0.675
11303,8/31/2018,Eden Palms,0,33,1,5,0,39,0,33,6,39,0.8461538461538461
11304,8/31/2018,Eden Youth,5,64,3,5,5,50,32,64,18,82,0.7804878048780488
11305,8/31/2018,Educare,1,44,0,2,1,25,23,44,4,48,0.9166666666666666
11306,8/31/2018,Emerald Vista,0,60,1,8,1,26,44,60,10,70,0.8571428571428571
11307,8/31/2018,Esther Hobbs,1,46,0,4,1,52,0,46,6,52,0.8846153846153846
11308,8/31/2018,FH,1,90,1,3,0,95,0,90,5,95,0.9473684210526315
11309,8/31/2018,Foxdale,0,32,2,4,0,38,0,32,6,38,0.8421052631578947
11310,8/31/2018,Glen Berry,1,29,0,1,0,23,8,29,2,31,0.9354838709677419
11311,8/31/2018,Goss,1,35,0,7,0,0,43,35,8,43,0.813953488372093
11312,8/31/2018,Graham,1,49,2,3,1,24,32,49,7,56,0.875
11313,8/31/2018,Grant,0,40,0,6,0,0,46,40,6,46,0.8695652173913043
11314,8/31/2018,Guy Emanuele,0,36,1,6,0,0,43,36,7,43,0.8372093023255814
11315,8/31/2018,Hesperian,2,38,0,4,3,0,47,38,9,47,0.8085106382978723
11316,8/31/2018,Hillview,0,40,0,3,3,0,46,40,6,46,0.8695652173913043
11317,8/31/2018,Holbrook,0,59,1,5,2,35,32,59,8,67,0.8805970149253731
11318,8/31/2018,Hubbard,0,41,0,15,0,0,56,41,15,56,0.7321428571428571
11319,8/31/2018,Kitayama,2,38,0,4,0,0,44,38,6,44,0.8636363636363636
11320,8/31/2018,Linda Vista,3,98,0,10,4,81,34,98,17,115,0.8521739130434782
11321,8/31/2018,Logan,2,16,25,4,1,48,0,16,32,48,0.3333333333333333
11322,8/31/2018,Marie Kaiser,1,18,0,2,0,21,0,18,3,21,0.8571428571428571
11323,8/31/2018,Meadowfair,0,30,0,2,0,0,32,30,2,32,0.9375
11324,8/31/2018,Meyer,0,38,3,4,0,0,45,38,7,45,0.8444444444444444
11325,8/31/2018,Paul Miller,1,69,3,3,1,40,37,69,8,77,0.8961038961038961
11326,8/31/2018,Pioneer,4,36,0,3,0,0,43,36,7,43,0.8372093023255814
11327,8/31/2018,Reach,2,17,1,3,1,24,0,17,7,24,0.7083333333333334
11328,8/31/2018,Royal Sunset,1,32,0,8,1,0,42,32,10,42,0.7619047619047619
11329,8/31/2018,Russo,0,39,1,4,0,0,44,39,5,44,0.8863636363636364
11330,8/31/2018,Ryan,0,21,1,2,0,24,0,21,3,24,0.875
11331,8/31/2018,Schilling,2,43,0,9,0,22,32,43,11,54,0.7962962962962963
11332,8/31/2018,Searles,0,37,0,3,0,0,40,37,3,40,0.925
11333,8/31/2018,Sharon Jones,1,42,0,3,4,20,30,42,8,50,0.84
11334,8/31/2018,Unidos,1,39,0,4,1,45,0,39,6,45,0.8666666666666667
11335,8/31/2018,Valley Medical Center,3,40,2,4,2,51,0,40,11,51,0.7843137254901961
11336,8/31/2018,Washington Hospital,0,51,0,2,1,54,0,51,3,54,0.9444444444444444
11337,8/6/2018,Amador,6,69,2,4,8,58,31,69,20,89,0.7752808988764045
11338,8/6/2018,Arbuckle,5,56,2,10,1,48,26,56,18,74,0.7567567567567568
11339,8/6/2018,Baldwin Park,7,48,2,17,1,45,30,48,27,75,0.64
11340,8/6/2018,Bay,4,31,1,7,0,0,43,31,12,43,0.7209302325581395
11341,8/6/2018,Carlson,3,25,1,4,0,21,12,25,8,33,0.7575757575757576
11342,8/6/2018,Castlemont,3,44,3,11,2,63,0,44,19,63,0.6984126984126984
11343,8/6/2018,Cesar Chavez,6,69,0,11,4,0,90,69,21,90,0.7666666666666667
11344,8/6/2018,Chynoweth,4,31,0,1,0,36,0,31,5,36,0.8611111111111112
11345,8/6/2018,Colonial Acres,3,33,1,6,1,0,44,33,11,44,0.75
11346,8/6/2018,Corvallis,6,36,1,5,0,0,48,36,12,48,0.75
11347,8/6/2018,Cox,1,33,1,8,1,0,44,33,11,44,0.75
11348,8/6/2018,Cureton,4,29,0,16,2,0,51,29,22,51,0.5686274509803921
11349,8/6/2018,Dayton,0,39,2,4,0,0,45,39,6,45,0.8666666666666667
11350,8/6/2018,Decoto,0,0,80,0,0,55,25,0,80,80,0.0
11351,8/6/2018,Del Rey,0,36,0,8,0,0,44,36,8,44,0.8181818181818182
11352,8/6/2018,Delaine Eastin,0,25,2,3,0,23,7,25,5,30,0.8333333333333334
11353,8/6/2018,Dorsa,2,28,1,7,0,0,38,28,10,38,0.7368421052631579
11354,8/6/2018,Eden Palms,1,31,1,9,1,43,0,31,12,43,0.7209302325581395
11355,8/6/2018,Eden Youth,4,71,0,2,0,46,31,71,6,77,0.922077922077922
11356,8/6/2018,Educare,1,12,0,3,0,16,0,12,4,16,0.75
11357,8/6/2018,Emerald Vista,3,59,4,11,1,31,47,59,19,78,0.7564102564102564
11358,8/6/2018,Esther Hobbs,1,49,2,2,0,54,0,49,5,54,0.9074074074074074
11359,8/6/2018,FH,1,87,0,4,1,93,0,87,6,93,0.9354838709677419
11360,8/6/2018,Foxdale,0,27,1,11,0,39,0,27,12,39,0.6923076923076923
11361,8/6/2018,Glen Berry,1,29,0,3,0,25,8,29,4,33,0.8787878787878788
11362,8/6/2018,Goss,1,30,0,13,0,0,44,30,14,44,0.6818181818181818
11363,8/6/2018,Graham,3,43,1,7,2,24,32,43,13,56,0.7678571428571429
11364,8/6/2018,Grant,1,37,0,7,0,0,45,37,8,45,0.8222222222222222
11365,8/6/2018,Guy Emanuele,3,34,0,6,0,0,43,34,9,43,0.7906976744186046
11366,8/6/2018,Hesperian,1,39,1,4,3,0,48,39,9,48,0.8125
11367,8/6/2018,Hillview,0,36,4,5,2,0,47,36,11,47,0.7659574468085106
11368,8/6/2018,Holbrook,1,56,1,12,0,38,32,56,14,70,0.8
11369,8/6/2018,Hubbard,3,36,1,8,1,0,49,36,13,49,0.7346938775510204
11370,8/6/2018,Kitayama,1,38,1,3,0,0,43,38,5,43,0.8837209302325582
11371,8/6/2018,Linda Vista,0,81,1,19,0,74,27,81,20,101,0.801980198019802
11372,8/6/2018,Logan,6,37,1,1,3,48,0,37,11,48,0.7708333333333334
11373,8/6/2018,Marie Kaiser,1,16,1,2,0,20,0,16,4,20,0.8
11374,8/6/2018,Meadowfair,3,22,3,2,1,0,31,22,9,31,0.7096774193548387
11375,8/6/2018,Meyer,2,35,0,3,0,0,40,35,5,40,0.875
11376,8/6/2018,Paul Miller,8,69,2,5,1,43,42,69,16,85,0.8117647058823529
11377,8/6/2018,Pioneer,2,37,1,3,0,0,43,37,6,43,0.8604651162790697
11378,8/6/2018,Reach,1,15,0,6,0,22,0,15,7,22,0.6818181818181818
11379,8/6/2018,Royal Sunset,7,33,0,5,1,0,46,33,13,46,0.717391304347826
11380,8/6/2018,Russo,2,29,3,2,0,0,36,29,7,36,0.8055555555555556
11381,8/6/2018,Ryan,3,17,0,2,0,22,0,17,5,22,0.7727272727272727
11382,8/6/2018,Schilling,3,39,1,10,0,23,30,39,14,53,0.7358490566037735
11383,8/6/2018,Searles,0,0,45,0,0,0,45,0,45,45,0.0
11384,8/6/2018,Sharon Jones,4,44,3,2,2,24,31,44,11,55,0.8
11385,8/6/2018,Unidos,2,34,0,4,0,40,0,34,6,40,0.85
11386,8/6/2018,Valley Medical Center,3,54,4,5,0,66,0,54,12,66,0.8181818181818182
11387,8/6/2018,Washington Hospital,6,51,1,2,0,60,0,51,9,60,0.85
11388,8/7/2018,Amador,8,70,2,4,5,58,31,70,19,89,0.7865168539325843
11389,8/7/2018,Arbuckle,2,66,2,4,1,49,26,66,9,75,0.88
11390,8/7/2018,Baldwin Park,8,58,0,9,1,46,30,58,18,76,0.7631578947368421
11391,8/7/2018,Bay,4,33,1,6,0,0,44,33,11,44,0.75
11392,8/7/2018,Carlson,1,32,1,1,0,23,12,32,3,35,0.9142857142857143
11393,8/7/2018,Castlemont,2,54,3,4,2,65,0,54,11,65,0.8307692307692308
11394,8/7/2018,Cesar Chavez,4,73,0,10,3,0,90,73,17,90,0.8111111111111111
11395,8/7/2018,Chynoweth,2,33,0,0,0,35,0,33,2,35,0.9428571428571428
11396,8/7/2018,Colonial Acres,2,35,1,5,1,0,44,35,9,44,0.7954545454545454
11397,8/7/2018,Corvallis,6,32,1,9,0,0,48,32,16,48,0.6666666666666666
11398,8/7/2018,Cox,0,37,2,5,1,0,45,37,8,45,0.8222222222222222
11399,8/7/2018,Cureton,4,27,0,17,1,0,49,27,22,49,0.5510204081632653
11400,8/7/2018,Dayton,0,35,2,8,0,0,45,35,10,45,0.7777777777777778
11401,8/7/2018,Decoto,0,0,80,0,0,55,25,0,80,80,0.0
11402,8/7/2018,Del Rey,0,38,0,6,0,0,44,38,6,44,0.8636363636363636
11403,8/7/2018,Delaine Eastin,1,27,0,4,0,24,8,27,5,32,0.84375
11404,8/7/2018,Dorsa,3,30,1,5,0,0,39,30,9,39,0.7692307692307693
11405,8/7/2018,Eden Palms,1,31,1,9,1,43,0,31,12,43,0.7209302325581395
11406,8/7/2018,Eden Youth,5,65,0,6,3,47,32,65,14,79,0.8227848101265823
11407,8/7/2018,Educare,1,12,0,3,0,16,0,12,4,16,0.75
11408,8/7/2018,Emerald Vista,3,58,4,12,1,31,47,58,20,78,0.7435897435897436
11409,8/7/2018,Esther Hobbs,2,40,1,1,2,46,0,40,6,46,0.8695652173913043
11410,8/7/2018,FH,1,89,0,4,1,95,0,89,6,95,0.9368421052631579
11411,8/7/2018,Foxdale,1,29,0,9,0,39,0,29,10,39,0.7435897435897436
11412,8/7/2018,Glen Berry,0,30,0,3,0,25,8,30,3,33,0.9090909090909091
11413,8/7/2018,Goss,0,31,0,12,1,0,44,31,13,44,0.7045454545454546
11414,8/7/2018,Graham,2,49,1,5,0,25,32,49,8,57,0.8596491228070176
11415,8/7/2018,Grant,1,41,0,4,0,0,46,41,5,46,0.8913043478260869
11416,8/7/2018,Guy Emanuele,1,35,0,6,0,0,42,35,7,42,0.8333333333333334
11417,8/7/2018,Hesperian,1,41,1,2,3,0,48,41,7,48,0.8541666666666666
11418,8/7/2018,Hillview,0,38,4,5,0,0,47,38,9,47,0.8085106382978723
11419,8/7/2018,Holbrook,1,63,1,8,1,42,32,63,11,74,0.8513513513513513
11420,8/7/2018,Hubbard,2,37,1,9,1,0,50,37,13,50,0.74
11421,8/7/2018,Kitayama,0,40,1,2,0,0,43,40,3,43,0.9302325581395349
11422,8/7/2018,Linda Vista,0,93,0,10,0,76,27,93,10,103,0.9029126213592233
11423,8/7/2018,Logan,5,38,1,1,3,48,0,38,10,48,0.7916666666666666
11424,8/7/2018,Marie Kaiser,1,20,0,0,0,21,0,20,1,21,0.9523809523809523
11425,8/7/2018,Meadowfair,2,23,2,0,1,0,28,23,5,28,0.8214285714285714
11426,8/7/2018,Meyer,2,36,0,2,0,0,40,36,4,40,0.9
11427,8/7/2018,Paul Miller,6,67,3,8,1,43,42,67,18,85,0.788235294117647
11428,8/7/2018,Pioneer,2,37,1,3,0,0,43,37,6,43,0.8604651162790697
11429,8/7/2018,Reach,1,15,0,5,1,22,0,15,7,22,0.6818181818181818
11430,8/7/2018,Royal Sunset,8,31,0,6,1,0,46,31,15,46,0.6739130434782609
11431,8/7/2018,Russo,2,27,2,4,0,0,35,27,8,35,0.7714285714285715
11432,8/7/2018,Ryan,3,18,0,1,0,22,0,18,4,22,0.8181818181818182
11433,8/7/2018,Schilling,1,44,1,6,0,22,30,44,8,52,0.8461538461538461
11434,8/7/2018,Searles,0,0,45,0,0,0,45,0,45,45,0.0
11435,8/7/2018,Sharon Jones,5,42,1,4,3,24,31,42,13,55,0.7636363636363637
11436,8/7/2018,Unidos,2,32,1,5,0,40,0,32,8,40,0.8
11437,8/7/2018,Valley Medical Center,1,58,3,5,0,67,0,58,9,67,0.8656716417910447
11438,8/7/2018,Washington Hospital,5,53,0,2,0,60,0,53,7,60,0.8833333333333333
11439,8/8/2018,Amador,6,75,2,1,6,58,32,75,15,90,0.8333333333333334
11440,8/8/2018,Arbuckle,1,67,2,4,1,49,26,67,8,75,0.8933333333333333
11441,8/8/2018,Baldwin Park,9,59,0,7,1,46,30,59,17,76,0.7763157894736842
11442,8/8/2018,Bay,8,29,1,6,0,0,44,29,15,44,0.6590909090909091
11443,8/8/2018,Carlson,1,32,1,1,0,23,12,32,3,35,0.9142857142857143
11444,8/8/2018,Castlemont,5,49,3,8,1,66,0,49,17,66,0.7424242424242424
11445,8/8/2018,Cesar Chavez,6,66,0,15,3,0,90,66,24,90,0.7333333333333333
11446,8/8/2018,Chynoweth,4,31,0,0,0,35,0,31,4,35,0.8857142857142857
11447,8/8/2018,Colonial Acres,2,32,1,8,1,0,44,32,12,44,0.7272727272727273
11448,8/8/2018,Corvallis,5,40,1,2,0,0,48,40,8,48,0.8333333333333334
11449,8/8/2018,Cox,0,34,2,7,1,0,44,34,10,44,0.7727272727272727
11450,8/8/2018,Cureton,5,31,0,12,1,0,49,31,18,49,0.6326530612244898
11451,8/8/2018,Dayton,1,38,2,5,0,0,46,38,8,46,0.8260869565217391
11452,8/8/2018,Decoto,5,31,39,5,0,55,25,31,49,80,0.3875
11453,8/8/2018,Del Rey,0,40,0,4,0,0,44,40,4,44,0.9090909090909091
11454,8/8/2018,Delaine Eastin,1,28,0,3,0,24,8,28,4,32,0.875
11455,8/8/2018,Dorsa,4,32,2,2,0,0,40,32,8,40,0.8
11456,8/8/2018,Eden Palms,0,30,1,10,1,42,0,30,12,42,0.7142857142857143
11457,8/8/2018,Eden Youth,4,72,0,2,1,47,32,72,7,79,0.9113924050632911
11458,8/8/2018,Educare,1,14,0,3,0,18,0,14,4,18,0.7777777777777778
11459,8/8/2018,Emerald Vista,5,59,4,9,1,31,47,59,19,78,0.7564102564102564
11460,8/8/2018,Esther Hobbs,2,44,2,4,0,52,0,44,8,52,0.8461538461538461
11461,8/8/2018,FH,1,92,0,2,1,96,0,92,4,96,0.9583333333333334
11462,8/8/2018,Foxdale,2,22,1,13,0,38,0,22,16,38,0.5789473684210527
11463,8/8/2018,Glen Berry,0,31,0,2,0,25,8,31,2,33,0.9393939393939394
11464,8/8/2018,Goss,0,32,0,10,2,0,44,32,12,44,0.7272727272727273
11465,8/8/2018,Graham,3,49,1,3,1,25,32,49,8,57,0.8596491228070176
11466,8/8/2018,Grant,0,38,0,6,0,0,44,38,6,44,0.8636363636363636
11467,8/8/2018,Guy Emanuele,2,37,1,3,0,0,43,37,6,43,0.8604651162790697
11468,8/8/2018,Hesperian,2,42,1,0,3,0,48,42,6,48,0.875
11469,8/8/2018,Hillview,1,39,3,4,0,0,47,39,8,47,0.8297872340425532
11470,8/8/2018,Holbrook,4,61,2,5,1,41,32,61,12,73,0.8356164383561644
11471,8/8/2018,Hubbard,2,41,1,5,1,0,50,41,9,50,0.82
11472,8/8/2018,Kitayama,1,36,1,5,0,0,43,36,7,43,0.8372093023255814
11473,8/8/2018,Linda Vista,1,94,0,9,0,77,27,94,10,104,0.9038461538461539
11474,8/8/2018,Logan,5,35,1,4,3,48,0,35,13,48,0.7291666666666666
11475,8/8/2018,Marie Kaiser,0,20,1,0,0,21,0,20,1,21,0.9523809523809523
11476,8/8/2018,Meadowfair,2,22,2,1,1,0,28,22,6,28,0.7857142857142857
11477,8/8/2018,Meyer,2,33,0,5,0,0,40,33,7,40,0.825
11478,8/8/2018,Paul Miller,6,68,2,7,1,42,42,68,16,84,0.8095238095238095
11479,8/8/2018,Pioneer,2,37,1,3,0,0,43,37,6,43,0.8604651162790697
11480,8/8/2018,Reach,0,22,0,0,0,22,0,22,0,22,1.0
11481,8/8/2018,Royal Sunset,8,34,0,3,1,0,46,34,12,46,0.7391304347826086
11482,8/8/2018,Russo,1,25,3,5,1,0,35,25,10,35,0.7142857142857143
11483,8/8/2018,Ryan,4,18,0,0,0,22,0,18,4,22,0.8181818181818182
11484,8/8/2018,Schilling,2,47,0,4,0,23,30,47,6,53,0.8867924528301887
11485,8/8/2018,Searles,1,31,5,8,0,0,45,31,14,45,0.6888888888888889
11486,8/8/2018,Sharon Jones,6,43,1,3,2,24,31,43,12,55,0.7818181818181819
11487,8/8/2018,Unidos,2,29,0,13,0,44,0,29,15,44,0.6590909090909091
11488,8/8/2018,Valley Medical Center,1,57,2,6,0,66,0,57,9,66,0.8636363636363636
11489,8/8/2018,Washington Hospital,3,55,0,1,1,60,0,55,5,60,0.9166666666666666
11490,8/9/2018,Amador,10,63,1,9,6,58,31,63,26,89,0.7078651685393258
11491,8/9/2018,Arbuckle,3,62,2,7,1,49,26,62,13,75,0.8266666666666667
11492,8/9/2018,Baldwin Park,12,58,0,5,1,46,30,58,18,76,0.7631578947368421
11493,8/9/2018,Bay,6,31,1,6,0,0,44,31,13,44,0.7045454545454546
11494,8/9/2018,Carlson,1,30,1,3,0,23,12,30,5,35,0.8571428571428571
11495,8/9/2018,Castlemont,3,53,3,6,1,66,0,53,13,66,0.803030303030303
11496,8/9/2018,Cesar Chavez,6,72,0,11,3,0,92,72,20,92,0.782608695652174
11497,8/9/2018,Chynoweth,2,29,0,4,0,35,0,29,6,35,0.8285714285714286
11498,8/9/2018,Colonial Acres,4,34,1,4,1,0,44,34,10,44,0.7727272727272727
11499,8/9/2018,Corvallis,4,38,1,5,0,0,48,38,10,48,0.7916666666666666
11500,8/9/2018,Cox,1,33,2,7,1,0,44,33,11,44,0.75
11501,8/9/2018,Cureton,5,36,0,11,1,0,53,36,17,53,0.6792452830188679
11502,8/9/2018,Dayton,1,37,1,6,0,0,45,37,8,45,0.8222222222222222
11503,8/9/2018,Decoto,3,35,40,2,0,55,25,35,45,80,0.4375
11504,8/9/2018,Del Rey,0,39,0,5,0,0,44,39,5,44,0.8863636363636364
11505,8/9/2018,Delaine Eastin,1,24,3,4,0,24,8,24,8,32,0.75
11506,8/9/2018,Dorsa,5,25,2,8,0,0,40,25,15,40,0.625
11507,8/9/2018,Eden Palms,1,32,1,8,1,43,0,32,11,43,0.7441860465116279
11508,8/9/2018,Eden Youth,4,70,0,5,0,47,32,70,9,79,0.8860759493670886
